BHK,sector,price,price_persqft,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
4,Thanisandra,1.50,5981.0,2508.0,4,Furnished,East,Available,4,4,Main Road,Bangalore
3,others,0.88,5867.0,1500.0,1,Semi-Furnished,South,Available,3,1,Main Road,Bangalore
2,others,0.66,5946.0,1110.0,2,Semi-Furnished,North,May be not,2,2,Garden/Park,Bangalore
2,others,1.70,11684.0,1455.0,10+,Unfurnished,West,May be not,2,2,Garden/Park,Bangalore
3,Whitefield,1.71,13154.0,1300.0,8,Unfurnished,East,Available,2,2,"Garden/Park, Pool, Main Road",Bangalore
3,others,2.70,11714.0,2305.0,10+,Semi-Furnished,East,Available,3,1,"Garden/Park, Pool",Bangalore
3,Thanisandra Main Road,2.15,12843.0,1674.0,7,Unfurnished,,May be not,3,,,Bangalore
3,Sarjapur Road,0.8,6154.0,1300.0,2,Unfurnished,,May be not,2,1,,Bangalore
3,others,2.55,15179.0,1680.0,10+,Unfurnished,East,May be not,3,1,,Bangalore
2,others,0.93,9100.0,1022.0,3,Furnished,East,May be not,2,1,Main Road,Bangalore
3,others,0.91,8273.0,1100.0,10+,Unfurnished,East,May be not,2,2,"Pool, Garden/Park",Bangalore
3,others,2.55,12143.0,2100.0,1,Unfurnished,North - East,May be not,4,3,Main Road,Bangalore
2,JP Nagar,0.69,6273.0,1100.0,10+,Unfurnished,West,May be not,2,1,,Bangalore
3,others,0.85,5449.0,1560.0,3,Semi-Furnished,East,Available,2,4,Main Road,Bangalore
2,others,0.818,6478.0,1263.0,,Unfurnished,,Available,2,,,Bangalore
2,Sarjapur Road,1.22,9457.0,1290.0,,Unfurnished,,Available,2,,,Bangalore
2,Chandapura,0.5,6649.0,752.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,Sarjapura,0.595,6500.0,915.0,,Unfurnished,,Available,2,,,Bangalore
2,Sarjapur Road,1.13,9201.0,1237.0,,Unfurnished,,Available,2,,,Bangalore
2,others,1.13,8992.0,1261.0,,Unfurnished,,Available,2,,,Bangalore
2,others,1.26,11306.0,1118.0,,Unfurnished,,Available,3,,,Bangalore
3,Hennur Main Road,1.16,6800.0,1706.0,,Unfurnished,,May be not,3,,,Bangalore
3,Krishnarajapura,2.03,9821.0,2067.0,,Unfurnished,,Available,3,,,Bangalore
2,Sarjapura,0.718,6500.0,1105.0,,Furnished,,May be not,2,,,Bangalore
2,others,0.929,7367.0,1261.0,,Semi-Furnished,,May be not,2,,,Bangalore
2,Panathur,0.96,7987.0,1202.0,,Unfurnished,,Available,2,,,Bangalore
2,others,1.18,9399.0,1255.0,,Unfurnished,,Available,2,,,Bangalore
2,others,0.6709999999999999,5999.0,1118.0,,Unfurnished,,Available,2,,,Bangalore
3,Sarjapur Road,1.01,9304.0,1092.0,,Unfurnished,,May be not,3,,,Bangalore
2,Sarjapur Road,0.902,7875.0,1146.0,,Unfurnished,,May be not,2,,,Bangalore
4,others,5.55,13620.0,4075.0,,Unfurnished,,Available,4+,,,Bangalore
2,others,0.491,3927.0,1250.0,,Unfurnished,East,May be not,2,,Garden/Park,Bangalore
2,others,0.5670000000000001,4842.0,1170.0,,Unfurnished,,Available,2,,,Bangalore
1,others,0.795,7990.0,995.0,,Unfurnished,,Available,1,,,Bangalore
2,others,0.777,7128.0,1090.0,,Unfurnished,,May be not,2,,,Bangalore
2,Kengeri,0.42,5793.0,725.0,,Unfurnished,,May be not,2,,,Bangalore
2,Yelahanka,0.736,5500.0,1338.0,,Unfurnished,,Available,2,,,Bangalore
2,others,0.6709999999999999,5999.0,1118.0,,Unfurnished,,Available,2,,,Bangalore
3,Outer Ring Road,1.42,8865.0,1605.0,,Unfurnished,,Available,3,,,Bangalore
2,others,1.59,13000.0,1225.0,,Unfurnished,,Available,2,,,Bangalore
3,Jakkur,2.04,11500.0,1776.0,,Unfurnished,,Available,2,,,Bangalore
3,others,0.6779999999999999,5405.0,1255.0,,Unfurnished,,May be not,2,,,Bangalore
3,others,3,15000.0,2000.0,,Unfurnished,,Available,3,,,Bangalore
3,others,1.28,10000.0,1280.0,1,Furnished,,May be not,3,,,Bangalore
2,JP Nagar,1.20,8219.0,1460.0,4,Unfurnished,East,May be not,2,4,Main Road,Bangalore
3,others,1.45,9119.0,1590.0,10+,Unfurnished,West,May be not,3,,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.74,10578.0,1645.0,2,Unfurnished,North - East,May be not,3,2,Garden/Park,Bangalore
3,others,1.16,5859.0,1980.0,7,Unfurnished,East,Available,3,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.70,11732.0,1449.0,1,Semi-Furnished,East,May be not,2,3,Main Road,Bangalore
3,others,2.80,12174.0,2300.0,3,Unfurnished,East,May be not,3,2,,Bangalore
4,others,1.25,7576.0,1650.0,2,Furnished,East,May be not,3,4,Main Road,Bangalore
