BHK,sector,price,price_persqft,SuperArea,floor,Furnishing,facing,Car_Parking,Bathroom,Balcony,overlooking,city
4,Whitefield,5.80,16890.0,3434.0,10+,Furnished,North - East,May be not,4,1,Main Road,Bangalore
2,others,0.695,8742.0,795.0,4,Unfurnished,,May be not,2,1,,Bangalore
2,others,0.63,5806.0,1085.0,4,Semi-Furnished,West,Available,2,1,,Bangalore
2,others,4,33333.0,1200.0,1,Semi-Furnished,,Available,2,1,"Garden/Park, Main Road",Bangalore
3,others,3.50,17100.0,2047.0,3,Semi-Furnished,East,Available,3,4,"Garden/Park, Main Road",Bangalore
4+,others,3.75,7500.0,5000.0,3,Semi-Furnished,South,Available,4+,,,Bangalore
2,others,0.52,4952.0,1050.0,3,Unfurnished,North - East,May be not,2,1,Main Road,Bangalore
3,others,0.758,5750.0,1318.0,3,Unfurnished,,May be not,3,2,,Bangalore
2,others,0.7,6542.0,1070.0,3,Semi-Furnished,,May be not,2,,,Bangalore
3,Bagaluru,1.10,10300.0,1068.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.30,7222.0,1800.0,1,Semi-Furnished,North - East,Available,4,2,"Garden/Park, Main Road",Bangalore
2,Bagaluru,0.87,9265.0,939.0,7,Unfurnished,East,May be not,2,1,Main Road,Bangalore
4+,others,1.30,5417.0,2400.0,2,Unfurnished,North,May be not,4+,1,,Bangalore
2,others,0.68,6154.0,1105.0,8,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,HSR Layout,2.40,13714.0,1750.0,1,Furnished,North,May be not,3,3,"Pool, Garden/Park, Main Road",Bangalore
3,HSR Layout,1.50,9091.0,1650.0,2,Unfurnished,North,Available,3,3,Garden/Park,Bangalore
3,others,1.75,9904.0,1767.0,3,Semi-Furnished,West,Available,3,3,Main Road,Bangalore
2,others,0.6,5602.0,1071.0,1,Unfurnished,North,May be not,2,2,Garden/Park,Bangalore
3,others,0.69,4233.0,1630.0,4,Unfurnished,North - East,May be not,3,1,"Garden/Park, Pool",Bangalore
3,others,1.20,8889.0,1350.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,others,0.9,6475.0,1390.0,2,Furnished,East,Available,2,1,,Bangalore
2,others,0.62,5232.0,1185.0,3,Furnished,North - East,Available,2,2,Garden/Park,Bangalore
4+,others,9.50,9173.0,10356.0,10+,,North - East,Available,4+,4+,,Bangalore
2,others,0.75,5859.0,1280.0,1,Furnished,West,Available,2,1,Garden/Park,Bangalore
4+,others,2.05,4457.0,4600.0,10+,Semi-Furnished,West,Available,4+,4+,Main Road,Bangalore
2,others,0.5,5000.0,1000.0,3,Semi-Furnished,,May be not,2,,"Pool, Garden/Park, Main Road",Bangalore
2,others,0.82,7257.0,1130.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
4,Jayanagar,1.80,12857.0,1400.0,2,Semi-Furnished,,May be not,3,,,Bangalore
4+,Kengeri,2.75,4297.0,6400.0,10+,Furnished,South,Available,4+,4+,"Garden/Park, Main Road",Bangalore
3,others,0.75,4545.0,1650.0,10+,Semi-Furnished,North,Available,2,1,Main Road,Bangalore
2,others,1.30,12037.0,1080.0,3,Unfurnished,North,Available,2,2,,Bangalore
4+,others,2.20,4889.0,4500.0,1,Semi-Furnished,South,Available,4+,4+,,Bangalore
2,Hebbal,0.9359999999999999,8500.0,1101.0,7,Unfurnished,,May be not,2,,,Bangalore
2,others,0.4,4000.0,1000.0,3,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.55,6471.0,850.0,7,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.6,6000.0,1000.0,2,Unfurnished,,May be not,2,1,,Bangalore
1,others,0.85,19495.0,436.0,10+,Semi-Furnished,East,May be not,1,1,,Bangalore
3,others,1.20,8386.0,1431.0,10+,Unfurnished,,May be not,3,,,Bangalore
3,Yelahanka,1.45,11600.0,1250.0,6,Semi-Furnished,,May be not,3,,,Bangalore
3,Sarjapur Road,1.99,16893.0,1178.0,10,Unfurnished,,May be not,3,,,Bangalore
2,Banaswadi,1,6667.0,1500.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.25,9259.0,1350.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
2,Banaswadi,1.70,8995.0,1890.0,2,Furnished,,May be not,3,,,Bangalore
3,others,0.75,5068.0,1480.0,1,Semi-Furnished,,May be not,2,1,,Bangalore
2,others,0.5,5263.0,950.0,4,Unfurnished,,May be not,2,,,Bangalore
2,others,0.634,5762.0,1100.0,1,Unfurnished,East,Available,2,,Main Road,Bangalore
1,others,0.7,11570.0,605.0,6,Unfurnished,East,May be not,1,1,,Bangalore
4+,others,0.78,13000.0,600.0,3,Unfurnished,,May be not,4+,3,,Bangalore
3,others,1.25,10870.0,1150.0,3,Furnished,North,Available,2,1,,Bangalore
3,others,1.40,8537.0,1640.0,6,Semi-Furnished,,Available,3,2,,Bangalore
3,others,1.15,9583.0,1200.0,2,Semi-Furnished,East,Available,3,2,Main Road,Bangalore
3,others,2.25,13393.0,1680.0,9,Unfurnished,,May be not,3,1,,Bangalore
2,Chandapura,1.20,3429.0,3500.0,4,Semi-Furnished,,May be not,2,,,Bangalore
3,others,0.79,5830.0,1355.0,4,Unfurnished,,May be not,3,,,Bangalore
3,others,0.8,5634.0,1420.0,10+,Semi-Furnished,,May be not,3,,,Bangalore
2,others,0.6,4545.0,1320.0,2,Semi-Furnished,,May be not,2,,,Bangalore
4,others,6,18750.0,3200.0,2,Semi-Furnished,East,Available,4,3,Garden/Park,Bangalore
2,JP Nagar,0.754,7540.0,1000.0,2,Unfurnished,East,Available,2,1,Main Road,Bangalore
3,Whitefield,1.35,8303.0,1626.0,1,Semi-Furnished,,May be not,3,2,,Bangalore
4+,others,0.9,3214.0,2800.0,1,Unfurnished,East,Available,4+,,Main Road,Bangalore
3,Yelahanka,2.70,10588.0,2550.0,3,Furnished,North,May be not,3,2,"Pool, Garden/Park",Bangalore
1,others,0.535,10308.0,519.0,2,Unfurnished,West,May be not,1,1,Garden/Park,Bangalore
1,others,1.20,14371.0,835.0,4,Semi-Furnished,,May be not,1,,,Bangalore
4+,others,1.55,5962.0,2600.0,3,Unfurnished,West,May be not,4+,,,Bangalore
2,Banaswadi,0.89,8476.0,1050.0,1,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.682,6189.0,1102.0,8,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,1.50,25000.0,600.0,10+,Unfurnished,North - East,May be not,4+,3,Main Road,Bangalore
2,others,1.80,9636.0,1868.0,2,Semi-Furnished,East,May be not,2,2,,Bangalore
3,others,0.76,5067.0,1500.0,3,Unfurnished,East,Available,3,2,Main Road,Bangalore
4,Jayanagar,6.34,15524.0,4084.0,10+,Semi-Furnished,North - East,Available,4,2,Garden/Park,Bangalore
3,others,0.85,5790.0,1468.0,6,Unfurnished,North - East,May be not,3,2,Main Road,Bangalore
3,Sarjapur Road,2.20,11796.0,1865.0,2,Unfurnished,South,Available,3,2,Garden/Park,Bangalore
2,others,0.7,5833.0,1200.0,1,Semi-Furnished,East,Available,2,2,,Bangalore
3,others,1.45,8286.0,1750.0,3,Unfurnished,East,Available,2,2,Garden/Park,Bangalore
4+,others,1.85,2846.0,6500.0,10+,Semi-Furnished,North,May be not,4+,4+,,Bangalore
3,Panathur,2.65,14690.0,1804.0,1,Unfurnished,,May be not,3,,,Bangalore
2,others,0.64,4706.0,1360.0,10+,Unfurnished,,May be not,2,,,Bangalore
2,Hennur Main Road,0.85,6287.0,1352.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,Sarjapur Road,0.4,3731.0,1072.0,10+,Semi-Furnished,East,May be not,2,1,Main Road,Bangalore
3,JP Nagar,2,10091.0,1982.0,10+,Semi-Furnished,,May be not,3,,,Bangalore
3,others,0.9,6818.0,1320.0,3,Semi-Furnished,,May be not,2,,,Bangalore
1,others,0.26,5098.0,510.0,10+,Semi-Furnished,,May be not,1,,,Bangalore
2,others,0.88,8544.0,1030.0,3,Unfurnished,,May be not,2,2,,Bangalore
3,JP Nagar,1.45,7838.0,1850.0,1,Semi-Furnished,,May be not,3,,,Bangalore
2,others,0.55,4603.0,1195.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,others,0.53,4206.0,1260.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,Krishnarajapura,1,6897.0,1450.0,10+,Furnished,,May be not,2,,,Bangalore
1,others,0.18,3913.0,460.0,3,Unfurnished,,May be not,1,,,Bangalore
2,others,0.8,6400.0,1250.0,3,Furnished,,May be not,2,,,Bangalore
3,others,0.68,5113.0,1330.0,6,Semi-Furnished,,May be not,2,,,Bangalore
3,others,2.75,13600.0,2022.0,8,Semi-Furnished,,May be not,4,,,Bangalore
2,others,2.05,16028.0,1279.0,10+,Unfurnished,North - West,May be not,2,1,"Main Road, Garden/Park, Pool",Bangalore
3,others,1.90,11150.0,1704.0,7,Unfurnished,,May be not,3,,,Bangalore
2,others,0.9,9000.0,1000.0,10+,Unfurnished,,May be not,2,,,Bangalore
3,others,1.30,10906.0,1192.0,2,Furnished,,May be not,2,,,Bangalore
2,others,0.35,4667.0,750.0,1,Furnished,,May be not,2,,,Bangalore
3,JP Nagar,0.9,7958.0,1131.0,3,Unfurnished,East,May be not,1,1,Main Road,Bangalore
1,others,0.27,6000.0,450.0,2,Unfurnished,,May be not,1,,,Bangalore
3,others,1.75,16279.0,1075.0,10+,Unfurnished,,May be not,3,,,Bangalore
1,others,0.294,4900.0,600.0,1,Semi-Furnished,,May be not,1,1,,Bangalore
2,others,0.65,5242.0,1240.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,Jakkur,0.75,7317.0,1025.0,1,Semi-Furnished,,May be not,2,,,Bangalore
2,others,4.50,37500.0,1200.0,1,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.33,3402.0,970.0,10+,Furnished,,May be not,2,,,Bangalore
2,others,0.37,3895.0,950.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.5,4082.0,1225.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.97,6690.0,1450.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,Kengeri,0.37,4111.0,900.0,3,Semi-Furnished,,May be not,2,1,,Bangalore
3,Sarjapur Road,1.70,12257.0,1387.0,10+,Unfurnished,,May be not,2,,,Bangalore
2,others,1,16129.0,620.0,,,,May be not,,,,Bangalore
2,Jayanagar,0.9,7200.0,1250.0,1,Semi-Furnished,North,May be not,3,2,Main Road,Bangalore
2,others,0.9,7799.0,1154.0,5,Furnished,,May be not,2,,,Bangalore
1,others,0.68,10462.0,650.0,10+,Semi-Furnished,South -West,May be not,1,,Main Road,Bangalore
2,Bagaluru,0.8,8840.0,905.0,10+,Unfurnished,,May be not,2,,,Bangalore
2,others,0.57,4872.0,1170.0,1,Semi-Furnished,,May be not,2,,,Bangalore
2,others,1.20,12000.0,1000.0,10+,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.75,7500.0,1000.0,1,Furnished,,May be not,2,,,Bangalore
3,Sarjapura,0.94,6546.0,1436.0,10+,Unfurnished,,May be not,3,,,Bangalore
2,others,0.99,8049.0,1230.0,2,Semi-Furnished,,May be not,2,2,,Bangalore
2,others,0.741,5300.0,1398.0,2,Unfurnished,,May be not,2,,,Bangalore
2,Chandapura,0.682,6172.0,1105.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool",Bangalore
3,others,0.7340000000000001,4766.0,1540.0,2,Semi-Furnished,,May be not,3,1,,Bangalore
3,others,1.20,7286.0,1647.0,10+,Unfurnished,South - East,May be not,3,2,Garden/Park,Bangalore
2,others,0.42,5000.0,840.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.9,9000.0,1000.0,1,Unfurnished,North,Available,2,,Main Road,Bangalore
3,others,0.75,9375.0,800.0,5,Unfurnished,East,Available,2,2,Main Road,Bangalore
3,others,0.86,6729.0,1278.0,1,Unfurnished,East,Available,2,1,"Garden/Park, Main Road",Bangalore
2,others,0.2,3636.0,550.0,5,Unfurnished,,May be not,1,,,Bangalore
2,others,2.50,20833.0,1200.0,1,Unfurnished,,May be not,2,,,Bangalore
2,others,2.60,6500.0,4000.0,,,,May be not,,,,Bangalore
3,Sarjapura,0.9,5357.0,1680.0,1,Semi-Furnished,,May be not,3,,,Bangalore
2,others,0.95,7990.0,1189.0,7,Unfurnished,East,May be not,2,2,,Bangalore
2,others,1.15,9465.0,1215.0,2,Unfurnished,North,Available,2,2,"Garden/Park, Main Road",Bangalore
3,Jayanagar,2.50,12821.0,1950.0,1,Unfurnished,North - West,Available,4,2,Garden/Park,Bangalore
4,others,2.30,6571.0,3500.0,10+,Semi-Furnished,East,May be not,4+,3,Main Road,Bangalore
4,others,10.50,24027.0,4370.0,3,Unfurnished,North,May be not,4+,4,Main Road,Bangalore
3,others,0.85,5570.0,1526.0,3,Semi-Furnished,West,Available,3,2,"Garden/Park, Pool, Main Road",Bangalore
4,Whitefield,6.50,16073.0,4044.0,10,Unfurnished,East,Available,4,3,Garden/Park,Bangalore
3,others,1.25,7812.0,1600.0,1,Unfurnished,North,May be not,3,2,Main Road,Bangalore
3,Banaswadi,1.90,9268.0,2050.0,4,Semi-Furnished,North,Available,3,2,Main Road,Bangalore
2,others,0.588,5250.0,1120.0,3,Unfurnished,East,May be not,2,1,Main Road,Bangalore
3,others,3,14138.0,2122.0,7,Semi-Furnished,North,May be not,3,2,"Garden/Park, Main Road",Bangalore
3,others,1.85,8409.0,2200.0,1,Unfurnished,East,May be not,3,2,Main Road,Bangalore
3,Sarjapur Road,2,12277.0,1629.0,10+,Unfurnished,,May be not,3,,,Bangalore
2,others,0.725,7250.0,1000.0,1,Semi-Furnished,East,Available,2,1,Garden/Park,Bangalore
2,others,0.68,6171.0,1102.0,5,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,Jayanagar,1.35,7297.0,1850.0,3,Semi-Furnished,East,Available,3,2,Garden/Park,Bangalore
4,others,2,6250.0,3200.0,3,Unfurnished,,May be not,4,1,"Garden/Park, Pool",Bangalore
3,others,2.10,7853.0,2674.0,10+,Semi-Furnished,East,Available,3,1,"Garden/Park, Main Road",Bangalore
2,Whitefield,0.8,7279.0,1099.0,4,Unfurnished,North,Available,2,2,Garden/Park,Bangalore
3,others,3.50,23333.0,1500.0,1,Semi-Furnished,West,Available,2,3,"Garden/Park, Main Road",Bangalore
3,others,2,9524.0,2100.0,3,Unfurnished,East,May be not,3,3,Main Road,Bangalore
4+,others,8,8000.0,10000.0,4,Unfurnished,South - East,May be not,4+,4+,Garden/Park,Bangalore
2,Whitefield,0.54,4500.0,1200.0,10+,Unfurnished,West,Available,2,,Main Road,Bangalore
2,others,0.67,7545.0,888.0,1,Unfurnished,North,Available,2,,Main Road,Bangalore
2,others,0.6,5714.0,1050.0,2,Semi-Furnished,,May be not,2,,,Bangalore
2,others,0.45,6429.0,700.0,3,Unfurnished,,May be not,2,,,Bangalore
2,others,1,8163.0,1225.0,10+,Furnished,,May be not,2,,,Bangalore
4,others,0.85,4595.0,1850.0,4,Semi-Furnished,,Available,4,,,Bangalore
2,others,1.19,9940.0,1206.0,6,Unfurnished,North,Available,2,2,Main Road,Bangalore
3,others,3.60,16364.0,2200.0,10+,Unfurnished,North - East,May be not,4,3,Garden/Park,Bangalore
3,others,4.20,14483.0,2900.0,2,Semi-Furnished,North,Available,4,2,Garden/Park,Bangalore
4,Jayanagar,6.89,16871.0,4084.0,10+,Unfurnished,North,Available,4+,4,,Bangalore
2,others,0.93,8857.0,1050.0,2,Unfurnished,East,Available,2,2,Main Road,Bangalore
3,others,0.9,4500.0,2000.0,2,Semi-Furnished,North,Available,3,2,Main Road,Bangalore
4,Whitefield,3.95,8143.0,4851.0,9,Semi-Furnished,North - East,Available,4,4,"Pool, Garden/Park, Main Road",Bangalore
2,Bagaluru,0.7,6422.0,1090.0,10+,Unfurnished,East,May be not,2,1,"Garden/Park, Main Road",Bangalore
4,others,3,9677.0,3100.0,7,Semi-Furnished,East,May be not,3,1,Main Road,Bangalore
4,others,5,11241.0,4448.0,3,Unfurnished,North,May be not,4,3,"Garden/Park, Main Road",Bangalore
3,others,1.20,8054.0,1490.0,10+,Unfurnished,East,Available,3,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,1,7843.0,1275.0,2,Furnished,,May be not,2,2,"Garden/Park, Main Road",Bangalore
3,others,1.25,10417.0,1200.0,2,Furnished,,May be not,4,4,,Bangalore
4+,Jayanagar,13,10833.0,12000.0,,Semi-Furnished,,May be not,4+,,,Bangalore
3,others,2.60,13007.0,1999.0,3,Semi-Furnished,East,Available,3,3,"Garden/Park, Main Road",Bangalore
3,others,3.30,20122.0,1640.0,1,Semi-Furnished,,May be not,3,,,Bangalore
2,others,1.60,13559.0,1180.0,3,Furnished,,May be not,2,,,Bangalore
3,others,1.05,5833.0,1800.0,10+,Unfurnished,East,Available,1,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,0.75,,,2,Semi-Furnished,,Available,2,1,,Bangalore
2,others,0.72,6261.0,1150.0,1,Unfurnished,North,May be not,2,2,,Bangalore
4,others,3.65,8488.0,4300.0,10,Semi-Furnished,North - East,May be not,4+,3,"Main Road, Garden/Park, Pool",Bangalore
2,others,0.7,7254.0,965.0,10+,Semi-Furnished,South,May be not,2,1,Main Road,Bangalore
2,others,0.58,5225.0,1110.0,3,Semi-Furnished,East,Available,2,1,,Bangalore
4+,Thanisandra,0.85,11644.0,730.0,3,Semi-Furnished,,May be not,4+,4+,,Bangalore
3,others,1.50,8380.0,1790.0,2,Furnished,East,Available,2,1,,Bangalore
3,JP Nagar,1.70,12000.0,1417.0,2,Semi-Furnished,,Available,2,3,,Bangalore
2,others,4.10,17826.0,2300.0,1,Semi-Furnished,,May be not,1,,,Bangalore
2,others,0.44,5314.0,828.0,1,Semi-Furnished,North,Available,2,1,Main Road,Bangalore
4+,others,6,14218.0,4220.0,5,Furnished,South,Available,4+,3,Garden/Park,Bangalore
2,others,1.70,13077.0,1300.0,3,Semi-Furnished,North - East,Available,2,3,"Garden/Park, Main Road",Bangalore
3,others,2.15,13190.0,1630.0,10+,Unfurnished,South -West,May be not,3,1,Garden/Park,Bangalore
2,others,1.30,11982.0,1085.0,10+,Semi-Furnished,,May be not,2,1,,Bangalore
2,others,1.70,14167.0,1200.0,10+,Unfurnished,East,May be not,2,1,Main Road,Bangalore
2,others,1.15,8443.0,1362.0,3,Unfurnished,North - West,May be not,2,2,Main Road,Bangalore
2,Bagaluru,0.95,8700.0,1092.0,10,Unfurnished,,May be not,2,,,Bangalore
3,others,2.60,8696.0,2990.0,10+,Semi-Furnished,East,May be not,4+,2,"Garden/Park, Pool",Bangalore
2,others,1.30,10459.0,1243.0,2,Furnished,,May be not,2,3,,Bangalore
2,others,1.30,11304.0,1150.0,2,Semi-Furnished,East,Available,2,2,"Garden/Park, Main Road",Bangalore
2,others,1.08,8955.0,1206.0,1,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,0.6,4979.0,1205.0,4,Semi-Furnished,,Available,2,3,,Bangalore
1,others,1.40,3500.0,4000.0,6,Semi-Furnished,North - East,Available,4+,,,Bangalore
2,others,0.62,7294.0,850.0,4,Furnished,North,Available,2,,Garden/Park,Bangalore
2,others,1.08,8940.0,1208.0,4,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,1.08,8940.0,1208.0,2,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
3,Bagaluru,1.50,9404.0,1595.0,8,Unfurnished,East,May be not,3,3,"Pool, Garden/Park, Main Road",Bangalore
2,others,0.68,5965.0,1140.0,1,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
2,others,0.62,5245.0,1182.0,4,Unfurnished,East,Available,2,2,,Bangalore
1,others,1,13333.0,750.0,10+,Furnished,South,May be not,1,1,,Bangalore
3,others,1,8333.0,1200.0,2,Unfurnished,East,May be not,2,,,Bangalore
4+,others,0.75,3125.0,2400.0,3,Semi-Furnished,,May be not,4+,4,,Bangalore
3,others,1.40,8974.0,1560.0,8,Semi-Furnished,,May be not,3,,,Bangalore
1,others,7,35000.0,2000.0,10+,Semi-Furnished,East,May be not,4+,4+,Main Road,Bangalore
3,others,2.50,11905.0,2100.0,1,Furnished,,May be not,3,3,"Main Road, Garden/Park",Bangalore
2,others,1.05,7394.0,1420.0,10+,Unfurnished,East,May be not,2,2,Pool,Bangalore
1,others,5,29762.0,1680.0,4,Semi-Furnished,,May be not,4+,,,Bangalore
4,others,1.62,9643.0,1680.0,3,Unfurnished,East,May be not,4+,2,,Bangalore
2,Hebbal,1.20,9231.0,1300.0,3,Unfurnished,East,May be not,2,1,,Bangalore
2,others,0.65,6132.0,1060.0,4,Unfurnished,East,May be not,2,1,,Bangalore
2,Sarjapur Road,1.09,8159.0,1336.0,1,Unfurnished,East,Available,2,1,"Garden/Park, Pool, Main Road",Bangalore
4+,Outer Ring Road,3.70,19474.0,1900.0,10+,Semi-Furnished,East,May be not,2,1,,Bangalore
2,others,0.51,4250.0,1200.0,10+,Semi-Furnished,North - East,May be not,2,1,Main Road,Bangalore
3,others,2.40,10909.0,2200.0,2,Semi-Furnished,North,May be not,3,2,"Garden/Park, Main Road",Bangalore
2,HSR Layout,1.08,8338.0,1295.0,1,Unfurnished,East,Available,2,1,"Garden/Park, Pool",Bangalore
2,others,0.66,5739.0,1150.0,1,Unfurnished,,May be not,2,,,Bangalore
3,others,2.50,14881.0,1680.0,1,Unfurnished,North,May be not,3,3,"Garden/Park, Main Road",Bangalore
4,others,2.62,21833.0,1200.0,3,Unfurnished,,May be not,4,2,,Bangalore
2,others,1.31,13100.0,1000.0,5,Semi-Furnished,North - East,Available,2,2,,Bangalore
3,Whitefield,1.65,9660.0,1708.0,3,Semi-Furnished,,Available,3,1,,Bangalore
3,others,2.50,10000.0,2500.0,2,Unfurnished,East,May be not,3,1,Main Road,Bangalore
3,others,3.33,13875.0,2400.0,10+,Unfurnished,South - East,Available,4,2,Pool,Bangalore
4+,others,14,43077.0,3250.0,4,Unfurnished,North - East,May be not,4+,4+,"Garden/Park, Main Road",Bangalore
2,Bagaluru,0.79,8739.0,904.0,10+,Unfurnished,North,May be not,2,1,Main Road,Bangalore
4+,others,0.55,4583.0,1200.0,,,,May be not,,,,Bangalore
2,others,0.993,7300.0,1360.0,4,Unfurnished,North - East,Available,2,2,"Garden/Park, Pool, Main Road",Bangalore
3,others,1.18,8166.0,1445.0,9,Semi-Furnished,West,Available,2,1,"Garden/Park, Main Road",Bangalore
3,others,2.76,13019.0,2120.0,3,Unfurnished,West,Available,4,4,Main Road,Bangalore
3,others,0.78,7723.0,1010.0,1,Unfurnished,East,May be not,2,1,"Garden/Park, Main Road",Bangalore
3,others,2.39,11602.0,2060.0,10+,Unfurnished,East,Available,3,3,"Garden/Park, Pool, Main Road",Bangalore
2,Hennur Main Road,1.58,10533.0,1500.0,10+,Semi-Furnished,East,Available,2,1,Garden/Park,Bangalore
3,others,1.20,11101.0,1081.0,2,Unfurnished,,May be not,3,,,Bangalore
3,others,1.55,7045.0,2200.0,4,Furnished,North,Available,3,2,Garden/Park,Bangalore
4,others,1.80,16667.0,1080.0,1,Semi-Furnished,East,May be not,4,2,,Bangalore
2,others,1,7692.0,1300.0,10+,Semi-Furnished,East,May be not,2,1,Main Road,Bangalore
4+,others,1.45,6042.0,2400.0,10+,Semi-Furnished,West,Available,4,2,Garden/Park,Bangalore
1,others,1.10,9786.0,1124.0,3,Semi-Furnished,East,May be not,2,1,Garden/Park,Bangalore
3,others,1.20,7500.0,1600.0,10+,Furnished,East,Available,3,,,Bangalore
2,others,0.6,5607.0,1070.0,2,Unfurnished,South - East,May be not,2,2,"Garden/Park, Main Road",Bangalore
4,others,2.75,10516.0,2615.0,10+,Semi-Furnished,,May be not,4,,,Bangalore
3,others,1.20,7216.0,1663.0,1,Semi-Furnished,,May be not,3,,,Bangalore
3,others,2.10,11667.0,1800.0,5,Unfurnished,North,May be not,3,2,Main Road,Bangalore
4+,others,1.96,16333.0,1200.0,1,Semi-Furnished,East,May be not,4+,,,Bangalore
2,Hebbal,1.05,9052.0,1160.0,10+,Semi-Furnished,East,Available,2,2,,Bangalore
3,others,1.80,15000.0,1200.0,2,Semi-Furnished,,May be not,4+,3,,Bangalore
2,JP Nagar,1.40,9929.0,1410.0,1,Furnished,North - East,Available,2,2,"Garden/Park, Main Road",Bangalore
4,others,4.10,17336.0,2365.0,10+,Semi-Furnished,East,May be not,4+,2,Garden/Park,Bangalore
3,Whitefield,1.80,13333.0,1350.0,10+,Semi-Furnished,East,May be not,2,3,Garden/Park,Bangalore
3,others,1.01,7476.0,1351.0,2,Furnished,North,May be not,2,1,Main Road,Bangalore
3,others,0.95,6333.0,1500.0,1,Semi-Furnished,,May be not,3,,,Bangalore
3,Outer Ring Road,1.35,8084.0,1670.0,1,Semi-Furnished,North,May be not,3,,Main Road,Bangalore
2,others,0.67,5776.0,1160.0,10+,Unfurnished,,May be not,2,1,"Garden/Park, Main Road",Bangalore
3,others,4.62,23200.0,1991.0,10+,Semi-Furnished,East,Available,4,1,"Garden/Park, Main Road",Bangalore
2,others,1.10,8800.0,1250.0,3,Unfurnished,West,Available,2,1,,Bangalore
3,others,1.88,10268.0,1831.0,3,Unfurnished,,May be not,3,,,Bangalore
4,others,2,7678.0,2605.0,3,Semi-Furnished,North,Available,4+,,,Bangalore
4+,others,3,20000.0,1500.0,1,Semi-Furnished,,May be not,4+,,,Bangalore
3,Outer Ring Road,3,12605.0,2380.0,1,Semi-Furnished,North - East,May be not,4,4,"Garden/Park, Main Road",Bangalore
2,others,1.55,7750.0,2000.0,2,Semi-Furnished,North,May be not,2,1,"Garden/Park, Main Road",Bangalore
1,others,3.95,5267.0,7500.0,4,Furnished,South,May be not,4+,,,Bangalore
3,Whitefield,1.10,6548.0,1680.0,4,Furnished,East,Available,3,3,"Garden/Park, Pool, Main Road",Bangalore
3,Banaswadi,1.85,9278.0,1994.0,1,Semi-Furnished,,May be not,3,,,Bangalore
3,others,2.50,10417.0,2400.0,1,Semi-Furnished,West,May be not,3,2,Garden/Park,Bangalore
4,others,3.50,20588.0,1700.0,3,Unfurnished,,May be not,4,,,Bangalore
2,others,0.5,4965.0,1007.0,10+,Semi-Furnished,East,May be not,2,1,Garden/Park,Bangalore
3,others,1.20,7500.0,1600.0,8,Unfurnished,,May be not,3,,,Bangalore
2,others,0.45,4737.0,950.0,4,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.70,8500.0,2000.0,1,Semi-Furnished,,May be not,3,,,Bangalore
3,others,2.20,16176.0,1360.0,1,Unfurnished,,May be not,2,,,Bangalore
3,others,1.20,3636.0,3300.0,2,Furnished,,May be not,3,,,Bangalore
2,others,0.64,4706.0,1360.0,1,Unfurnished,,Available,2,2,,Bangalore
3,Yelahanka,1.25,7937.0,1575.0,10+,Furnished,,May be not,3,,,Bangalore
2,Sarjapura,1.10,10000.0,1100.0,10+,Unfurnished,,May be not,2,,,Bangalore
2,Krishnarajapura,0.55,5578.0,986.0,2,Semi-Furnished,,May be not,2,,,Bangalore
3,others,1.10,6579.0,1672.0,6,Semi-Furnished,,May be not,3,,,Bangalore
2,others,0.85,7083.0,1200.0,3,Furnished,,May be not,2,,,Bangalore
2,others,1,11696.0,855.0,1,Furnished,,May be not,2,,,Bangalore
3,Banaswadi,1.75,9459.0,1850.0,2,Unfurnished,,May be not,3,,,Bangalore
3,others,0.56,4308.0,1300.0,2,Furnished,,May be not,2,,,Bangalore
